GAME,WINNER,TIME,random,random,random
2844,0,0.23763608932495117,42,23,29
2845,1,0.2563140392303467,25,44,42
2846,1,0.21168804168701172,26,37,23
2847,0,0.171173095703125,37,24,18
2848,2,0.2017529010772705,29,24,41
2849,2,0.18036603927612305,20,19,39
2850,2,0.2625850439071655,25,28,37
2851,0,0.20034801959991455,39,26,26
2852,1,0.203902006149292,27,38,21
2853,2,0.22719192504882812,26,31,41
2854,0,0.2715839147567749,40,28,20
2855,1,0.2548290491104126,29,44,30
2856,0,0.17102301120758057,40,24,19
2857,1,0.1941230297088623,25,38,23
2858,2,0.22982406616210938,28,25,41
2859,2,0.20359396934509277,22,19,41
2860,2,0.20881593227386475,25,21,38
2861,1,0.2328779697418213,24,41,28
2862,0,0.20052504539489746,40,28,25
2863,2,0.18189001083374023,22,26,39
2864,2,0.19547808170318604,27,26,38
2865,1,0.22806799411773682,26,43,27
2866,1,0.17356300354003906,24,38,23
2867,1,0.159743070602417,21,37,20
2868,1,0.19278395175933838,27,39,26
2869,1,0.20396804809570312,22,40,27
2870,1,0.2135699987411499,26,39,24
2871,1,0.26464903354644775,26,35,23
2872,1,0.226485013961792,25,40,24
2873,1,0.2200319766998291,24,41,21
2874,0,0.23376500606536865,41,28,29
2875,1,0.17044198513031006,27,36,25
2876,2,0.22296607494354248,25,21,37
2877,1,0.1735759973526001,20,38,20
2878,0,0.18535196781158447,37,22,22
2879,1,0.21182596683502197,21,42,26
2880,0,0.1934809684753418,38,23,28
2881,0,0.20988595485687256,40,22,20
2882,1,0.1993790864944458,21,40,20
2883,1,0.21275007724761963,26,40,23
2884,1,0.2475740909576416,21,43,25
2885,1,0.2900940179824829,25,43,27
2886,2,0.20540499687194824,26,26,37
2887,0,0.20112204551696777,37,18,21
2888,2,0.2137850522994995,25,24,37
2889,1,0.20893502235412598,20,42,24
2890,1,0.22160005569458008,23,41,29
2891,0,0.21908199787139893,42,27,24
2892,0,0.19745194911956787,38,23,25
2893,0,0.2568690776824951,42,23,36
2894,0,0.23076701164245605,40,26,24
2895,2,0.18692195415496826,17,24,41
2896,1,0.17738592624664307,28,41,19
2897,2,0.1890779733657837,29,23,38
2898,2,0.2063300609588623,22,37,38
2899,0,0.2733490467071533,41,39,39
2900,0,0.19247400760650635,40,24,27
2901,1,0.22356510162353516,27,41,25
2902,1,0.21511495113372803,23,41,26
2903,1,0.18813204765319824,23,39,21
2904,0,0.2111269235610962,42,28,41
2905,1,0.15050208568572998,20,40,21
2906,2,0.21449804306030273,22,28,40
2907,1,0.20995891094207764,26,39,20
2908,2,0.18530404567718506,20,15,39
2909,1,0.20194804668426514,20,38,22
2910,1,0.22401094436645508,26,36,28
2911,1,0.20630204677581787,26,39,21
2912,1,0.26504409313201904,23,40,24
2913,0,0.26218104362487793,43,28,29
2914,2,0.17840003967285156,21,20,40
2915,0,0.2226639986038208,41,21,24
2916,1,0.2615799903869629,27,44,23
2917,1,0.26196300983428955,30,43,23
2918,1,0.20810401439666748,28,37,24
2919,2,0.32964301109313965,28,23,39
2920,0,0.1828780174255371,40,24,15
2921,2,0.2001030445098877,24,27,39
2922,2,0.19553589820861816,22,23,38
2923,2,0.20131993293762207,27,26,39
2924,2,0.21995604038238525,27,30,45
2925,2,0.19894695281982422,27,24,36
2926,2,0.25430500507354736,25,27,39
2927,1,0.17099106311798096,27,38,24
2928,1,0.17820203304290771,23,41,24
2929,1,0.2831360101699829,25,37,21
2930,2,0.19307005405426025,21,23,41
2931,0,0.2891979217529297,39,21,23
2932,1,0.18272697925567627,20,39,16
2933,2,0.22928404808044434,24,27,41
2934,1,0.18764591217041016,29,37,24
2935,0,0.25333893299102783,40,40,28
2936,1,0.22725903987884521,21,38,25
2937,1,0.18097591400146484,22,39,28
2938,0,0.17782700061798096,41,23,21
2939,1,0.17548298835754395,20,39,23
2940,1,0.2095959186553955,34,41,24
2941,0,0.19559800624847412,42,22,22
2942,2,0.22847890853881836,39,38,42
2943,1,0.14027702808380127,21,39,21
2944,0,0.1990959644317627,38,24,27
2945,2,0.216513991355896,19,27,37
2946,0,0.2140740156173706,41,28,24
2947,1,0.16273999214172363,22,38,19
2948,0,0.19055593013763428,39,20,23
2949,1,0.19656705856323242,22,37,22
2950,1,0.21505391597747803,29,42,25
2951,2,0.21875,25,26,39
2952,0,0.17313599586486816,39,36,25
2953,0,0.1883230209350586,37,18,24
2954,1,0.2645599842071533,27,43,40
2955,2,0.18774795532226562,26,25,40
2956,1,0.19413399696350098,18,37,24
2957,1,0.21593701839447021,26,42,28
2958,0,0.17311394214630127,39,16,25
2959,0,0.23981595039367676,41,25,39
2960,1,0.2021009922027588,18,37,27
2961,2,0.2222280502319336,27,21,41
2962,0,0.20023298263549805,39,18,17
2963,0,0.1735450029373169,37,18,24
2964,1,0.2226409912109375,28,44,23
2965,1,0.22749900817871094,22,41,27
2966,2,0.20308005809783936,21,25,39
2967,1,0.21616995334625244,22,41,26
2968,1,0.19632494449615479,19,40,27
2969,1,0.254067063331604,27,39,25
2970,0,0.1657770872116089,39,23,27
2971,2,0.21088898181915283,40,22,41
2972,0,0.21648597717285156,39,27,25
2973,0,0.18215298652648926,41,25,23
2974,1,0.15330302715301514,22,36,17
2975,0,0.19616496562957764,41,24,25
2976,0,0.19763696193695068,40,17,26
2977,1,0.18416905403137207,26,39,24
2978,2,0.222633957862854,27,28,46
2979,0,0.21242797374725342,39,24,23
2980,0,0.2303100824356079,40,20,26
2981,2,0.2522090673446655,26,27,42
2982,2,0.20703601837158203,26,24,42
2983,0,0.18619608879089355,38,27,22
2984,1,0.18160903453826904,28,38,38
2985,0,0.20817995071411133,38,28,21
2986,0,0.19842493534088135,39,28,22
2987,1,0.20334196090698242,22,41,26
2988,2,0.20311295986175537,19,27,39
2989,0,0.24784600734710693,45,22,33
2990,1,0.20590996742248535,22,40,28
2991,0,0.20574498176574707,38,19,26
2992,0,0.17854297161102295,36,26,20
2993,1,0.21464204788208008,26,36,25
2994,0,0.1790980100631714,40,24,22
2995,0,0.19096708297729492,42,17,19
2996,2,0.1927860975265503,23,21,40
2997,1,0.21831107139587402,25,39,26
2998,0,0.2643500566482544,41,29,41
2999,0,0.20557010173797607,43,25,25
